City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,pimentel,-6.8367,-79.9342,18.14,89,12,4.6,PE,1670130129
83,kiunga,-6.1219,141.2906,33.45,46,68,1.44,PG,1670130130
84,bethel,41.3712,-73.414,6.94,58,5,1.34,US,1670130130
85,yellowknife,62.456,-114.3525,-2.71,93,100,12.86,CA,1670130033
86,kieta,-6.2167,155.6333,28.05,77,99,2.66,PG,1670130130
87,cockburn town,21.4612,-71.1419,25.88,68,3,8.45,TC,1670130117
88,tazovskiy,67.4667,78.7,-20.7,97,85,2.72,RU,1670130131
89,hennenman,-27.9765,27.0242,20.78,44,0,2.3,ZA,1670130131
90,te anau,-45.4167,167.7167,11.9,87,100,2.94,NZ,1670130132
91,margau,46.75,22.9667,2.57,72,100,1.65,RO,1670130132
92,castro,-24.7911,-50.0119,17.71,96,100,1.1,BR,1670129623
93,kyabe,9.4515,18.9449,23.06,26,100,2.85,TD,1670130133
94,entre rios,-11.9419,-38.0844,20.49,99,100,0.81,BR,1670130133
95,kahului,20.8947,-156.47,25.47,74,62,1.34,US,1670130008
96,chernyshevskiy,63.0128,112.4714,-16.0,93,100,5.55,RU,1670130134
97,grindavik,63.8424,-22.4338,4.26,93,75,2.06,IS,1670130134
98,hobart,-42.8794,147.3294,21.82,71,75,7.2,AU,1670130004
99,kandrian,-6.2167,149.55,28.91,76,82,1.74,PG,1670130135
100,college,64.8569,-147.8028,-1.9,96,100,0.0,US,1670130135
101,honiara,-9.4333,159.95,27.76,80,100,1.93,SB,1670130135
102,cape town,-33.9258,18.4232,17.84,68,1,4.47,ZA,1670130136
103,sinegorye,62.0788,150.477,-30.94,89,12,2.16,RU,1670130136
104,severo-kurilsk,50.6789,156.125,0.24,85,55,13.02,RU,1670130136
105,nioro,13.35,-15.75,20.03,68,85,2.23,GM,1670130137
106,kununurra,-15.7667,128.7333,39.99,22,60,2.06,AU,1670130137
107,axim,4.8699,-2.2405,24.74,87,81,0.2,GH,1670130137
108,saint-lo,49.1162,-1.0903,1.24,94,26,3.21,FR,1670130138
109,mbandaka,0.0487,18.2603,21.76,96,100,1.38,CD,1670130138
110,husavik,66.0449,-17.3389,-0.73,75,5,6.03,IS,1670130138
111,necochea,-38.5473,-58.7368,16.3,71,18,5.55,AR,1670130003
112,tete,-16.1564,33.5867,29.05,51,20,0.0,MZ,1670130139
113,wamba,8.9333,8.6,22.15,32,2,0.27,NG,1670130139
114,ambilobe,-13.2,49.05,27.66,64,1,2.25,MG,1670130128
115,cascais,38.6979,-9.4215,11.39,63,4,3.44,PT,1670130139
116,kirakira,-10.4544,161.9205,28.67,74,100,3.82,SB,1670130140
117,belaya gora,68.5333,146.4167,-29.2,97,99,1.62,RU,1670130140
118,thompson,55.7435,-97.8558,-33.83,100,59,1.13,CA,1670130140
119,bethanien,-26.502,17.1583,20.51,20,3,1.0,,1670130141
120,mirabad,30.4362,61.8383,12.5,27,0,1.49,AF,1670130141
121,boende,-0.2167,20.8667,21.09,98,99,0.2,CD,1670130141
122,new norfolk,-42.7826,147.0587,21.62,46,100,0.89,AU,1670130142
123,inhambane,-23.865,35.3833,26.67,81,3,0.47,MZ,1670130142
124,lagoa,39.05,-27.9833,15.46,72,19,12.41,PT,1670130143
125,tiksi,71.6872,128.8694,-22.92,90,100,7.62,RU,1670130143
126,airai,-8.9266,125.4092,25.93,40,84,0.85,TL,1670130144
127,saldanha,-33.0117,17.9442,16.29,71,26,8.0,ZA,1670130144
128,east london,-33.0153,27.9116,16.52,100,100,2.06,ZA,1670130093
129,vaini,-21.2,-175.2,26.84,79,95,5.85,TO,1670130144
130,trairi,-3.2778,-39.2689,26.07,76,91,5.61,BR,1670129864
131,iqaluit,63.7506,-68.5145,-8.15,78,100,7.2,CA,1670130081
132,bredasdorp,-34.5322,20.0403,15.19,60,7,0.34,ZA,1670130145
133,fort madison,40.6298,-91.3151,-3.62,63,94,1.54,US,1670130145
134,sisimiut,66.9395,-53.6735,-4.23,79,100,6.74,GL,1670130145
135,papara,-3.9839,-38.7273,25.94,81,63,2.98,BR,1670130146
136,edd,13.9297,41.6925,28.39,42,1,5.37,ER,1670130146
137,gbarnga,6.9956,-9.4722,20.53,99,61,1.18,LR,1670130146
138,abadiania,-16.2042,-48.7069,16.9,98,100,1.56,BR,1670130147
139,nikolskoye,59.7035,30.7861,-5.05,90,100,3.73,RU,1670130147
140,tetiz,20.9667,-89.9333,23.95,77,0,3.34,MX,1670130147
141,kimbe,-5.5502,150.1429,29.11,76,74,2.35,PG,1670130148
142,magaria,12.9983,8.9099,21.16,24,57,4.14,NE,1670130148
143,tyrma,50.0833,132.1667,-21.41,83,96,4.15,RU,1670130148
144,lakes entrance,-37.8811,147.981,31.76,49,7,5.59,AU,1670130149
145,port alfred,-33.5906,26.891,17.32,93,100,0.45,ZA,1670130149
146,valparaiso,-33.0393,-71.6273,17.49,100,0,2.57,CL,1670129875
147,howard springs,-12.497,131.047,34.37,61,87,4.6,AU,1670130149
148,aklavik,68.2191,-135.0107,-13.87,84,82,8.54,CA,1670130150
149,heinola,61.2056,26.0381,-3.89,99,98,0.3,FI,1670130150
150,saint george,37.1041,-113.5841,11.08,49,0,5.14,US,1670130018
151,zhigansk,66.7697,123.3711,-28.81,98,100,9.31,RU,1670130150
152,barcelos,41.5388,-8.6151,9.08,75,58,1.94,PT,1670130151
153,abu zabad,12.35,29.25,20.8,41,18,5.49,SD,1670130151
154,hithadhoo,-0.6,73.0833,28.16,71,100,4.48,MV,1670130152
155,jeremie,18.65,-74.1167,25.44,79,32,6.61,HT,1670130152
156,rio tercero,-32.173,-64.1141,21.56,27,0,2.3,AR,1670130152
157,puerto ayora,-0.7393,-90.3518,20.86,93,63,2.68,EC,1670129965
158,victoria,22.2855,114.1577,24.58,83,51,5.81,HK,1670130045
159,rincon,32.296,-81.2354,18.81,92,100,2.01,US,1670130007
160,stephenville crossing,48.5,-58.4318,4.56,88,88,10.67,CA,1670130153
161,weligama,5.9667,80.4167,27.72,70,98,1.36,LK,1670130153
162,lavrentiya,65.5833,-171.0,0.63,98,100,7.24,RU,1670130154
163,alyangula,-13.8483,136.4192,32.22,45,94,3.05,AU,1670130154
164,mitu,1.1983,-70.1733,22.92,84,96,1.24,CO,1670130155
165,coos bay,43.3665,-124.2179,7.77,99,100,1.91,US,1670130155
166,lumphat,13.4878,106.9816,30.26,53,99,3.65,KH,1670130155
167,cabinda,-5.55,12.2,24.73,89,100,3.33,AO,1670130156
168,bluff,-46.6,168.3333,10.45,88,100,9.28,NZ,1670130143
169,nampula,-15.1165,39.2666,25.17,65,14,3.12,MZ,1670130156
170,dunmore town,25.5,-76.65,25.18,58,10,8.09,BS,1670130156
171,mananjary,-21.2167,48.3333,26.15,76,49,2.84,MG,1670130157
172,pacific grove,36.6177,-121.9166,11.95,94,100,2.57,US,1670130157
173,chuy,-33.6971,-53.4616,17.92,97,83,0.26,UY,1670130157
174,san francisco de coray,13.6614,-87.5328,22.49,77,0,2.7,HN,1670130158
175,beloha,-25.1667,45.05,27.61,50,22,2.84,MG,1670130158
176,havre-saint-pierre,50.2334,-63.5986,7.2,93,100,10.29,CA,1670130158
177,hervey bay,-25.2986,152.8535,24.07,67,52,8.19,AU,1670130159
178,la ronge,55.1001,-105.2842,-12.01,88,100,4.84,CA,1670130028
179,codrington,-38.2667,141.9667,23.21,54,100,3.44,AU,1670130159
180,praia da vitoria,38.7333,-27.0667,15.42,84,49,12.89,PT,1670130159
181,alofi,-19.0595,-169.9187,27.44,68,96,1.58,NU,1670130160
182,ikongo,-21.8833,47.4333,24.69,82,91,0.94,MG,1670130160
183,cabot,34.9745,-92.0165,4.93,67,60,2.54,US,1670130160
184,bathsheba,13.2167,-59.5167,25.58,88,45,4.0,BB,1670130161
185,harper,4.375,-7.7169,24.85,86,100,3.61,LR,1670130161
186,avarua,-21.2078,-159.775,27.03,89,75,2.06,CK,1670130161
187,emerald,-23.5333,148.1667,29.08,34,1,4.55,AU,1670130126
188,qaanaaq,77.484,-69.3632,-18.33,87,100,2.46,GL,1670130162
189,broome,42.2506,-75.833,2.21,69,100,3.6,US,1670130162
190,barzas,55.7167,86.3167,-17.91,91,97,1.67,RU,1670130162
191,pasighat,28.0667,95.3333,25.25,34,6,1.72,IN,1670130163
192,buraydah,26.326,43.975,19.45,30,66,1.38,SA,1670130163
193,jacareacanga,-6.2222,-57.7528,22.08,99,92,0.49,BR,1670130163
194,margate,51.3813,1.3862,4.94,81,100,2.24,GB,1670130164
195,flinders,-34.5833,150.8552,26.21,60,0,3.13,AU,1670129880
196,cabo san lucas,22.8909,-109.9124,25.28,75,22,4.41,MX,1670129999
197,severnoye,56.3491,78.3619,-20.12,86,90,2.65,RU,1670130164
198,ilo,-17.6394,-71.3375,18.94,85,8,2.34,PE,1670130165
199,trofors,65.5333,13.4063,-12.07,91,11,1.76,NO,1670130165
200,tugulym,57.0591,64.6425,-13.96,93,100,3.81,RU,1670130165
201,vao,-22.6667,167.4833,24.7,88,100,1.62,NC,1670130166
202,chokurdakh,70.6333,147.9167,-31.82,100,64,4.1,RU,1670130166
203,kuna,43.4918,-116.4201,-1.62,72,0,4.12,US,1670130166
204,sur,22.5667,59.5289,25.27,50,0,1.88,OM,1670129814
205,hami,42.8,93.45,-3.32,41,3,1.56,CN,1670130167
206,pevek,69.7008,170.3133,-11.53,82,100,2.35,RU,1670130167
207,goderich,43.7501,-81.7165,0.51,61,100,7.97,CA,1670130167
208,san-pedro,4.7485,-6.6363,23.12,93,100,1.26,CI,1670130078
209,parvatsar,26.8833,74.7667,21.2,25,0,1.47,IN,1670130168
210,russell,32.3502,-85.1999,16.6,100,100,0.0,US,1670130168
211,ponta do sol,32.6667,-17.1,16.51,81,59,5.24,PT,1670130168
212,vostok,46.4856,135.8833,-19.91,91,100,5.9,RU,1670130169
213,sao felix do xingu,-6.6447,-51.995,21.58,100,100,1.01,BR,1670130169
214,sabang,5.8933,95.3214,27.15,72,100,3.34,ID,1670130169
215,poyarkovo,49.6,128.6833,-18.8,84,18,3.97,RU,1670130169
216,victoria point,-27.5833,153.3,26.21,71,50,4.47,AU,1670130170
217,caravelas,-17.7125,-39.2481,22.23,94,100,1.79,BR,1670130170
218,piacabucu,-10.4056,-36.4344,23.63,88,100,3.4,BR,1670130170
219,gimli,50.6336,-96.9907,-16.38,88,82,4.19,CA,1670130171
220,arraial do cabo,-22.9661,-42.0278,22.61,92,99,12.1,BR,1670130103
221,touros,-5.1989,-35.4608,25.48,75,23,5.97,BR,1670130083
222,kudahuvadhoo,2.6708,72.8944,26.39,79,96,3.0,MV,1670130171
223,tarakan,3.3,117.6333,28.09,69,100,2.61,ID,1670130171
224,jining,35.405,116.5814,5.08,23,100,2.39,CN,1670130172
225,boyolangu,-8.1181,111.8935,29.29,68,92,2.45,ID,1670130172
226,ibimirim,-8.5406,-37.6903,21.68,82,30,3.23,BR,1670130172
227,tsabong,-26.0217,22.401,24.58,12,0,1.67,BW,1670130173
228,leh,34.1667,77.5833,-5.05,45,4,1.08,IN,1670130173
229,mogadishu,2.0371,45.3438,28.03,70,59,6.63,SO,1670130153
230,guerrero negro,27.9769,-114.0611,17.79,83,97,3.82,MX,1670130174
231,muros,42.7762,-9.0603,3.8,91,2,4.59,ES,1670129932
232,maniitsoq,65.4167,-52.9,-2.13,69,100,9.35,GL,1670130174
233,ahipara,-35.1667,173.1667,17.98,64,2,3.71,NZ,1670130174
234,shenjiamen,29.9576,122.298,13.57,84,100,10.48,CN,1670130174
235,leshukonskoye,64.8989,45.7622,-17.98,98,12,1.93,RU,1670130175
236,hasaki,35.7333,140.8333,15.22,40,29,2.72,JP,1670130175
237,sola,-13.8833,167.55,28.0,65,93,3.96,VU,1670130176
238,saint-augustin,51.226,-58.6502,1.89,90,100,8.84,CA,1670130176
239,macusani,-14.0833,-70.4333,0.93,87,52,0.93,PE,1670130176
240,ostrovnoy,68.0531,39.5131,-7.05,89,26,4.92,RU,1670130177
241,sungaipenuh,-2.0833,101.3833,21.55,91,99,1.61,ID,1670130177
242,broken hill,-31.95,141.4333,33.03,15,2,1.86,AU,1670130154
243,bhusawal,21.05,75.7667,27.11,42,65,3.41,IN,1670130177
244,zelenoborskiy,66.845,32.3622,-5.15,94,100,2.83,RU,1670130178
245,sorland,67.667,12.6934,2.92,77,100,8.54,NO,1670130178
246,hamilton,39.1834,-84.5333,-0.51,73,0,3.6,US,1670130139
247,biak,-0.9131,122.8766,27.48,76,97,0.74,ID,1670130178
248,kushiro,42.975,144.3747,0.24,51,45,11.33,JP,1670130178
249,machachi,-0.5,-78.5667,8.78,96,99,0.61,EC,1670130179
250,mabaruma,8.2,-59.7833,22.05,99,100,0.28,GY,1670130179
251,eregli,37.5133,34.0467,5.04,75,96,0.21,TR,1670130179
252,sinjar,36.3209,41.8754,12.03,62,87,0.46,IQ,1670129901
253,caborca,30.5838,-111.101,19.47,57,100,1.21,MX,1670130180
254,olinda,-8.0089,-34.8553,25.85,78,75,4.63,BR,1670129923
255,canto do buriti,-8.11,-42.9444,21.97,73,78,1.5,BR,1670130180
256,port blair,11.6667,92.75,30.02,74,40,5.14,IN,1670130181
257,karema,-6.8205,30.4389,22.1,85,100,3.16,TZ,1670130181
258,tura,25.5198,90.2201,24.31,51,0,0.71,IN,1670130181
259,ust-kuyga,70.0167,135.6,-22.7,97,100,4.49,RU,1670130182
260,narsaq,60.9167,-46.05,-5.88,68,1,3.74,GL,1670130182
261,atbasar,51.8,68.3333,-21.15,87,22,2.34,KZ,1670130182
262,marabba,12.35,32.1833,24.97,36,6,4.67,SD,1670130183
263,mkushi,-13.6202,29.3939,22.41,59,100,1.55,ZM,1670130183
264,upernavik,72.7868,-56.1549,-7.02,79,100,6.84,GL,1670130184
265,evensk,61.95,159.2333,-20.54,75,44,3.85,RU,1670130184
266,lexington,37.9887,-84.4777,0.74,71,100,2.51,US,1670129749
267,vila franca do campo,37.7167,-25.4333,15.23,77,86,11.6,PT,1670130107
268,provideniya,64.3833,-173.3,1.69,99,100,5.11,RU,1670130185
269,petropavlovka,50.6114,105.3196,-14.26,68,97,2.0,RU,1670130185
270,san ramon,37.7799,-121.978,10.06,96,100,0.0,US,1670129911
271,omboue,-1.5746,9.2618,23.7,94,100,0.84,GA,1670130186
272,kudeyevskiy,54.8758,56.7567,-19.43,91,93,0.94,RU,1670130186
273,mersing,2.4312,103.8405,29.81,66,100,1.11,MY,1670130186
274,tuatapere,-46.1333,167.6833,12.87,87,100,3.87,NZ,1670130187
275,gizo,-8.103,156.8419,29.08,69,81,3.01,SB,1670130187
276,grootfontein,-19.5667,18.1167,24.9,24,59,4.96,,1670130187
277,sitka,57.0531,-135.33,0.31,80,14,0.96,US,1670130187
278,poum,-20.2333,164.0167,25.69,87,100,4.72,NC,1670130188
279,katherine,-14.4667,132.2667,37.18,26,100,3.6,AU,1670130188
280,sao filipe,14.8961,-24.4956,21.78,61,99,1.59,CV,1670130189
281,skibbereen,51.55,-9.2667,7.28,86,100,5.55,IE,1670130189
282,hofn,64.2539,-15.2082,2.44,56,0,2.7,IS,1670130075
283,george,-33.963,22.4617,15.54,65,51,1.1,ZA,1670130189
284,amot,59.5714,7.9877,-8.72,91,15,1.56,NO,1670130190
285,san patricio,28.017,-97.5169,19.92,77,100,3.56,US,1670130190
286,payo,-3.7508,103.6372,32.71,52,54,0.88,ID,1670130190
287,big rapids,43.6981,-85.4837,-6.84,81,0,1.54,US,1670130190
288,teknaf,20.8624,92.3058,27.75,60,5,3.45,BD,1670130191
289,licata,37.1071,13.9461,14.58,84,25,2.61,IT,1670130031
290,weinan,34.5036,109.5089,6.37,32,100,2.2,CN,1670130191
291,talnakh,69.4865,88.3972,-19.33,99,100,3.13,RU,1670130192
292,mizque,-17.941,-65.3402,15.83,75,60,1.19,BO,1670130192
293,berlevag,70.8578,29.0864,-5.0,80,32,3.09,NO,1670130192
294,hauterive,46.0901,3.4459,2.42,96,100,1.38,FR,1670130193
295,indian head,38.6001,-77.1622,8.94,56,0,7.2,US,1670130193
296,usinsk,65.9939,57.5281,-20.36,100,95,1.91,RU,1670130110
297,roma,43.2128,-75.4557,2.43,68,100,2.24,US,1670130014
298,kibuye,-2.0597,29.3482,18.54,75,100,0.64,RW,1670130193
299,calvinia,-31.4707,19.776,9.9,62,0,1.54,ZA,1670130194
300,ihosy,-22.4,46.1167,23.78,65,39,2.28,MG,1670129947
301,sesimbra,38.4445,-9.1015,11.28,72,13,2.57,PT,1670130194
302,saint-leu,-21.15,55.2833,26.84,77,58,3.5,RE,1670130194
303,mattru,7.6244,-11.8332,22.11,97,85,0.5,SL,1670130195
304,posse,-14.0931,-46.3694,18.18,93,100,1.59,BR,1670130118
305,san cristobal,7.7669,-72.225,17.6,96,97,1.54,VE,1670130195
306,enumclaw,47.2043,-121.9915,1.1,94,6,3.16,US,1670129938
307,rudkobing,54.9364,10.7102,3.98,85,100,7.59,DK,1670130195
308,strand,-34.1069,18.8275,19.13,63,0,2.24,ZA,1670130196
309,lensk,60.7253,114.9278,-16.8,92,100,7.7,RU,1670129925
310,vysokogornyy,50.1167,139.15,-22.55,87,100,5.64,RU,1670130196
311,ongandjera,-17.8833,15.0667,25.65,35,91,4.04,,1670130197
312,preobrazheniye,42.9019,133.9064,-8.47,41,9,5.81,RU,1670130197
313,bumba,2.1833,22.4667,21.94,87,42,0.19,CD,1670130197
314,termiz,37.2242,67.2783,4.05,70,100,2.06,UZ,1670130198
315,darhan,49.4867,105.9228,-17.63,70,18,2.36,MN,1670130198
316,ifakara,-8.1333,36.6833,25.74,71,89,1.77,TZ,1670130198
317,niamey,13.5137,2.1098,25.36,20,45,4.44,NE,1670130199
318,skjervoy,70.0311,20.9714,-4.0,66,1,4.89,NO,1670130199
319,lahad datu,5.0268,118.327,30.8,61,100,0.34,MY,1670130200
320,egvekinot,66.3167,-179.1667,-8.91,95,100,5.28,RU,1670130200
321,hailar,49.2,119.7,-18.21,88,24,5.95,CN,1670130200
322,buala,-8.145,159.5921,28.09,74,98,2.06,SB,1670130201
323,aripuana,-9.1667,-60.6333,22.24,88,99,0.67,BR,1670130201
324,ancud,-41.8697,-73.8203,11.13,92,71,1.91,CL,1670130125
325,lake charles,30.2131,-93.2044,20.99,90,0,3.6,US,1670130201
326,wasilla,61.5814,-149.4394,-1.81,93,0,0.0,US,1670130202
327,ravar,31.2656,56.8055,11.47,43,7,0.95,IR,1670130202
328,cap malheureux,-19.9842,57.6142,27.48,62,10,2.68,MU,1670130013
329,atar,20.5169,-13.0499,16.91,27,0,1.87,MR,1670130203
330,gallup,35.5281,-108.7426,7.42,85,20,3.09,US,1670130203
331,fukue,32.6881,128.8419,14.33,71,100,9.89,JP,1670130204
332,berdigestyakh,62.0989,126.6992,-24.81,98,100,1.79,RU,1670130204
333,ellisras,-23.6649,27.7443,24.74,60,13,5.87,ZA,1670130204
334,vila velha,-20.3297,-40.2925,22.19,98,100,2.56,BR,1670130205
335,kaitangata,-46.2817,169.8464,14.34,70,100,4.73,NZ,1670130136
336,sakaiminato,35.55,133.2333,12.16,54,89,6.69,JP,1670130205
337,sitangkai,4.6628,119.3928,27.65,75,95,1.5,PH,1670130206
338,kamenka,51.3223,42.7678,-10.36,60,49,3.95,RU,1670130206
339,cabedelo,-6.9811,-34.8339,25.31,79,25,5.18,BR,1670130206
340,ilulissat,69.2167,-51.1,-3.99,74,75,3.09,GL,1670130207
341,lasa,46.6166,10.7002,1.87,98,99,1.56,IT,1670130207
342,jiuquan,39.7432,98.5174,-4.29,55,100,1.99,CN,1670130207
343,cherskiy,68.75,161.3,-16.24,96,100,3.51,RU,1670130169
344,porbandar,21.6422,69.6093,26.04,30,1,4.57,IN,1670130208
345,columbia,34.0007,-81.0348,15.82,90,100,2.06,US,1670130208
346,highland park,42.1817,-87.8003,-5.64,64,10,0.89,US,1670130208
347,outjo,-20.1167,16.15,22.15,27,75,3.19,,1670130209
348,basco,20.4487,121.9702,26.62,80,46,7.83,PH,1670130209
349,ambovombe,-25.1667,46.0833,26.6,65,38,0.87,MG,1670130209
350,bonavista,48.6499,-53.1147,1.22,80,63,6.51,CA,1670130210
351,bodden town,19.2833,-81.25,27.18,82,3,4.47,KY,1670130210
352,mahebourg,-20.4081,57.7,28.16,65,75,4.12,MU,1670130211
353,zhuanghe,39.7008,122.9911,-3.06,23,0,5.35,CN,1670130211
354,comodoro rivadavia,-45.8667,-67.5,13.99,40,4,8.82,AR,1670130016
355,durant,33.994,-96.3708,6.4,49,100,2.06,US,1670130054
356,cruzeiro do sul,-29.5128,-51.9853,24.18,91,71,0.32,BR,1670130211
357,rawson,-43.3002,-65.1023,18.66,35,36,6.51,AR,1670130212
358,bubaque,11.2833,-15.8333,25.64,68,77,2.92,GW,1670130212
359,zaraza,9.3503,-65.3245,21.64,97,92,1.89,VE,1670130212
360,camacha,33.0833,-16.3333,15.68,67,20,5.14,PT,1670130213
361,panama city,8.9936,-79.5197,25.65,82,40,1.54,PA,1670129945
362,morro bay,35.3658,-120.8499,16.62,95,100,1.34,US,1670130213
363,la crau,43.1498,6.0743,13.04,89,100,7.72,FR,1670130213
364,puerto penasco,31.3167,-113.5333,18.72,66,100,2.67,MX,1670130214
365,geraldton,-28.7667,114.6,25.23,57,31,5.66,AU,1670130157
366,port augusta,-32.5,137.7667,38.48,9,39,2.71,AU,1670130214
367,andra,62.5147,65.8878,-6.87,92,100,4.14,RU,1670130214
